137.123		137.129		0,762921797
137.128		137.062		0,826216162
137.062		137.066		0,86738624
137.066		137.071		0,882243051
137.070		137.098		0,886710198
137.100		137.039		0,892271768
137.038		137.066		0,902153302
137.067		137.042		0,9029877
137.043		136.956		0,891476866
136.953		137.003		0,899394384
137.002		137.141		0,892605461
137.143		137.166		0,901890978
137.165		137.093		0,891302903
137.094		137.163		0,892789796
137.163		137.215		0,882282978
137.214		137.208		0,862912082
137.210		137.226		0,847083367
137.226		137.186		0,826017975
137.186		137.245		0,790905235
137.245		137.224		0,735712729
137.222		137.390		0,727563661
137.388		137.390		0,782160526
137.392		137.389		0,786809515
137.390		137.382		0,793728376
137.377		137.347		0,80535317
137.347		137.364		0,779978279
137.364		137.377		0,756368611
137.378		137.420		0,718720391
137.418		137.594		0,68337064
137.593		137.531		0,728783209
137.532		137.564		0,735783155
137.563		137.522		0,729023003
137.521		137.450		0,729759607
137.449		137.486		0,711752669
137.485		137.524		0,692887495
137.526		137.451		0,682936974
137.455		137.431		0,674560079
137.431		137.435		0,624952798
137.435		137.516		0,523883222
137.515		137.629		0,435957069
137.629		137.819		0,451033609
137.818		137.704		0,569685087
137.702		137.636		0,493826059
137.636		137.688		0,520441237
137.688		137.723		0,521381323
137.724		137.614		0,723268149
137.616		137.664		0,861202169
137.664		137.601		0,908402537
137.597		137.585		0,909068338
137.586		137.637		0,911133414
137.638		137.604		0,914668173
137.603		137.544		0,918706127
137.540		137.478		0,923270795
137.479		137.583		0,924450896
137.582		137.586		0,907828614
137.585		137.571		0,894355454
137.570		137.617		0,87667902
137.618		137.665		0,869455743
137.665		137.622		0,866263989
137.623		137.583		0,863535416
137.582		137.646		0,820533652
137.645		137.651		0,713341972
137.651		137.664		0,587873554
137.664		137.674		0,441183231
137.674		137.854		0,404293438
137.862		137.909		0,407705249
137.907		137.962		0,408028663
137.962		138.018		0,382411042
138.018		137.919		0,370083358
137.920		137.869		0,372372504
137.871		137.846		0,532986056
137.847		137.856		0,633701583
137.851		137.857		0,714771232
137.858		137.846		0,75617709
137.846		137.740		0,769877645
137.741		137.820		0,78625199
137.821		137.922		0,800635903
137.921		137.912		0,810814242
137.915		137.926		0,805639507
137.927		137.917		0,79467791
137.916		137.806		0,7714498
137.805		137.998		0,752989551
137.999		137.835		0,75610974
137.834		137.667		0,69590363
137.666		137.720		0,691070681
137.721		137.868		0,67579018
137.869		137.816		0,635615197
137.820		137.565		0,350911016
137.569		137.743		0,250981452
137.747		137.519		0,492371597
137.521		137.512		0,579248624
137.512		137.474		0,510615556
137.475		137.378		0,41480409
137.380		137.439		0,476313405
137.437		137.506		0,519964093
137.507		137.521		0,578451498
137.521		137.497		0,596935245
137.495		137.490		0,589449966
137.490		137.458		0,580569392
137.459		137.480		0,572991438
137.480		137.515		0,560173128
137.517		137.551		0,5452145
137.550		137.470		0,510724216
137.471		137.495		0,504993436
137.490		137.511		0,523203396
137.510		137.535		0,547223722
137.535		137.611		0,552769659
137.613		137.492		0,539518052
137.492		137.093		0,546695348
137.092		137.219		0,733450661
137.220		137.287		0,717832858
137.288		137.504		0,725386787
137.503		137.187		0,811957681
137.188		137.288		0,943743106
137.288		137.222		0,95621136
137.223		137.172		0,938371908
137.168		137.250		0,92568067
137.253		137.331		0,905789972
137.332		137.360		0,89366692
137.358		137.382		0,865579343
137.277		137.371		0,847461919
137.370		137.372		0,815646006
137.372		137.455		0,787851821
137.453		137.511		0,766173018
137.514		137.562		0,756350075
137.561		137.571		0,755176442
137.571		137.521		0,744550497
137.522		137.525		0,737625721
137.522		137.553		0,728016022
137.549		137.496		0,721825573
137.497		137.546		0,720463588
137.549		137.674		0,714995045
137.676		137.744		0,753455328
137.744		137.849		0,765828193
137.849		137.866		0,768736553
137.869		137.706		0,692537576
137.704		137.588		0,683705334
137.588		137.528		0,657647947
137.529		137.557		0,676999275
137.558		137.450		0,655804329
137.450		137.543		0,589259942
137.543		137.635		0,735077193
137.636		137.620		0,743426943
137.619		137.596		0,737233995
137.594		137.579		0,717030329
137.581		137.600		0,721843781
137.601		137.523		0,722916956
137.524		137.598		0,732181567
137.599		137.629		0,742432736
137.630		137.665		0,749060816
137.664		137.688		0,751124949
137.688		137.728		0,750482517
137.729		137.722		0,748930621
137.723		137.762		0,746455824
137.762		137.699		0,7461577
137.700		137.632		0,751592944
137.630		137.687		0,766175023
137.687		137.543		0,776111534
137.543		137.477		0,808400245
137.478		137.575		0,758343802
137.575		137.359		0,779382176
137.359		137.313		0,850752067
137.314		137.466		0,816691869
137.467		137.548		0,842763526
137.549		137.664		0,725089569
137.664		137.657		0,7395559
137.661		137.630		
137.630		137.669		
137.669		137.706		
137.709		137.686		
137.686		137.655		
137.656		137.671		
137.675		137.705		
137.706		137.726		
137.725		137.737		
137.738		137.722		
137.720		137.717		
137.718		137.705		
137.704		137.662		
137.661		137.481		
137.482		137.496		
137.496		137.487		
137.486		137.439		
137.443		137.411		
137.410		137.652		
137.653		137.575		
